OUTBOUND_DATE,PLANT_NAME,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,NET_QUANTITY_MT
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0176,CST-00088,25.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00090,25.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00090,25.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00090,25.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00269,25.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,25.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,25.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00144,25.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00144,25.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00135,25.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00392,25.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00045,25.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00059,24.75
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00059,24.75
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00049,24.75
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00049,24.75
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00050,24.75
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00009,24.75
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00009,24.75
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00269,24.75
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0320,CST-00393,9.63
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00394,10.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0017,CST-00047,3.75
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0017,CST-00047,18.75
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0352,CST-00395,1.38
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,1.95
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,11.05
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,1.3
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,1.3
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,0.65
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,3.9
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,16.25
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,0.65
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,3.9
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,0.65
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,1.25
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,13.75
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,1.25
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,1.25
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00090,19.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00090,0.1
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00090,5.9
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00086,2.75
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00086,19.25
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00086,22
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00086,5.5
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00086,24.75
28/2/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00086,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00396,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00391,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00397,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00398,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0176,CST-00088,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00399,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00016,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00269,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00400,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00400,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00401,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00401,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00402,25.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00196,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00196,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00058,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00403,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0353,CST-00023,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0049,CST-00112,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00049,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00049,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00049,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0198,CST-00267,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0317,CST-00020,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00010,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00010,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00012,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0428,CST-00016,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0428,CST-00016,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00363,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00363,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0193,CST-00316,0.68
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0193,CST-00316,21.76
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0193,CST-00316,22.44
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0057,CST-00256,6.88
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00289,9.63
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0057,CST-00256,9.63
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00256,9
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00397,0.08
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00397,25.43
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00348,0.03
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00321,5.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00321,19.25
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00025,0.03
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00196,12.38
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00196,12.38
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0115,CST-00247,1
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00404,0.48
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00404,1.25
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00404,0.45
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00404,0.33
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00404,0.25
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0178,CST-00104,0.03
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,20.8
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,3.25
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,1.3
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,19.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,17.55
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00264,1.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00264,16.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0320,CST-00289,5.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0053,CST-00289,19.25
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00049,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0198,CST-00267,19.25
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0198,CST-00267,5.5
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0198,CST-00267,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0198,CST-00267,24.75
29/2/2024,CHINA-WAREHOUSE,Truck,MAT-0032,CST-00104,0.03
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00039,25.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00039,25.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00169,25.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00236,25.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00123,25.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00169,25.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00277,24.75
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00049,24.75
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00049,24.75
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00049,24.75
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00011,24.75
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00248,24.75
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0236,CST-00121,24.75
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00148,24.75
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00405,5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00075,9
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0147,CST-00003,4.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0103,CST-00277,5.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00406,6
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00017,5.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0378,CST-00059,16.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0378,CST-00059,8.25
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00017,9
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00080,0.2
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00099,3
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00099,3
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0357,CST-00169,0.3
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0374,CST-00169,0.03
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0178,CST-00104,1.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,5.85
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,1.3
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,12.35
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,0.65
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,3.25
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,1.95
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,1.95
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,8.45
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,0.65
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,1.3
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,1.3
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,14.95
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,1.95
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,2.6
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,3.9
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00181,19.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00121,6.88
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00121,17.88
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00011,0.25
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00011,23.35
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00011,1.15
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,24.75
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,24.75
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,24.75
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00049,24.75
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00003,10.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00025,0.5
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00025,0.25
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00025,0.65
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00025,1.38
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00025,0.78
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00025,0.33
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00025,0.2
1/3/2024,CHINA-WAREHOUSE,Truck,MAT-0053,CST-00247,6.88
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00178,25.5
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00178,25.5
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00043,25.5
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00235,25.5
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00369,25.5
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00122,25.5
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00122,25.5
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00326,24.75
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0053,CST-00312,24.75
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00108,24.75
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00074,24.75
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0236,CST-00019,11
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00025,0.03
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00098,3
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00118,3
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00407,13.5
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00025,0.03
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00025,0.03
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00093,11
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00025,0.05
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00025,0.05
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0103,CST-00025,2.05
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00109,21
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00109,4.5
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00053,15
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00061,6
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,0.65
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,1.3
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,19.5
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,20.8
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,19.5
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,0.65
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0098,CST-00121,17.88
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0098,CST-00121,6.88
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00118,1.25
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00025,0.03
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0375,CST-00025,0.05
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0375,CST-00025,0.05
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0326,CST-00025,0.03
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0234,CST-00025,0.78
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0234,CST-00025,0.28
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0266,CST-00025,1.55
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0113,CST-00025,1.38
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0113,CST-00025,0.18
2/3/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00061,6
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00408,25.5
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00042,25.5
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00053,25.5
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0353,CST-00070,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0353,CST-00070,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0266,CST-00277,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00047,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00047,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00047,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00361,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0096,CST-00409,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00050,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00151,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0388,CST-00381,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00151,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00014,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00074,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00121,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00093,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00093,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00093,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00093,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0266,CST-00017,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00259,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00259,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00259,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0357,CST-00247,9.63
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00025,0.03
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00410,4.5
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00025,0.5
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00025,0.03
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00031,3
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,14.58
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,9.63
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,0.55
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,20.8
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,2.6
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,18.2
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0009,CST-00161,20.8
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00079,21
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00079,4.5
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00102,6
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00084,22.5
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00025,0.03
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0235,CST-00025,0.03
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,1.38
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,9.63
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,17.88
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,4.13
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,0.05
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,9.63
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,5.45
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,0.05
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,20.63
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,5.43
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,9.63
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,15.08
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,0.08
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00072,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0386,CST-00008,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00121,24.75
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00102,19.5
4/3/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00025,0.05
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0158,CST-00002,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00391,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00039,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00037,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00399,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00411,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00266,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00412,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00155,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00203,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00210,25.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00058,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00058,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00337,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00058,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0378,CST-00059,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00048,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0388,CST-00381,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00006,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00007,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0388,CST-00381,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00071,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00284,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0111,CST-00092,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00092,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00017,24.75
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00053,22.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00075,13.5
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00413,0.3
5/3/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00361,0.1
