Unnamed: 0,Month,PLANT_NAME,MATERIAL_NAME,ACTUAL_OUTBOUND_MT,PREDICTED_OUTBOUND_MT,LABEL
,2024-01-01,CHINA-WAREHOUSE,MAT-0001,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0001
5697.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0095,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0095
5698.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0096,0.0,0.495,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0096
5699.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0097,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0097
5700.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0098,0.0,11.5089,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0098
5701.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0099,371.25,305.1675,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0099
5702.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0100,0.0,3.1010000000000004,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0100
5703.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0101,0.0,1.224,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0101
5704.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0102,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0102
5705.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0103,0.0,5.9738,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0103
5706.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0104,0.0,21.84,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0104
5707.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0105,0.0,1.55725,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0105
5708.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0106,0.0,9.259149999999998,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0106
5709.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0107,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0107
5710.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0108,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0108
5711.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0109,99.0,95.0422,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0109
5712.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0110,10.0,8.2875,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0110
5713.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0111,1.375,3.21775,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0111
5714.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0112,220.26,229.98939999999985,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0112
5715.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0113,148.5,99.63455000000002,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0113
5716.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0114,15.25,17.566100000000002,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0114
5717.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0115,0.0,3.4115,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0115
5718.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0116,0.3,1.2877999999999992,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0116
5719.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0117,0.0,0.7968999999999999,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0117
5720.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0118,0.0,11.74745,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0118
5721.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0119,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0119
5722.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0120,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0120
5723.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0121,24.7,26.94699999999999,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0121
5724.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0122,6.25,23.865,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0122
5725.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0123,0.0,3.91625,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0123
5726.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0124,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0124
5727.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0125,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0125
5728.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0126,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0126
5729.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0127,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0127
5730.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0128,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0128
5731.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0129,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0129
5732.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0130,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0130
5733.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0131,24.75,15.9775,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0131
5734.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0132,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0132
5735.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0133,0.0,0.2475,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0133
5736.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0134,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0134
5737.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0135,6.875,11.9075,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0135
5738.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0136,0.0,2.10375,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0136
5739.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0137,222.75,254.9751,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0137
5740.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0138,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0138
5741.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0139,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0139
5742.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0140,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0140
5743.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0141,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0141
5744.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0142,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0142
5745.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0143,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0143
5746.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0144,0.0,4.4106,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0144
5747.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0145,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0145
5748.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0146,9.625,7.7,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0146
5749.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0147,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0147
5750.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0148,0.0,1.9808,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0148
5751.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0149,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0149
5752.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0150,0.0,3.57,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0150
5753.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0151,148.5,194.02574999999996,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0151
5754.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0152,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0152
5755.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0153,0.0,49.46014999999999,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0153
5756.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0154,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0154
5757.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0155,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0155
5758.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0156,37.125,46.145,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0156
5759.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0157,0.0,0.038,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0157
5760.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0158,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0158
5761.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0159,0.0,0.4973,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0159
5762.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0160,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0160
5763.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0161,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0161
5764.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0162,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0162
5765.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0163,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0163
5766.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0164,46.75,33.9925,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0164
5767.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0165,0.0,21.683200000000003,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0165
5768.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0166,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0166
5769.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0167,0.0,0.012,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0167
5770.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0168,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0168
5771.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0169,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0169
5772.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0170,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0170
5773.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0171,0.0,4.31675,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0171
5774.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0172,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0172
5775.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0173,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0173
5776.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0174,0.0,14.792750000000002,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0174
5777.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0175,0.0,15.2278,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0175
5778.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0176,0.0,26.265,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0176
5779.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0177,0.0,0.0825,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0177
5780.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0178,229.5,248.505,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0178
5781.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0179,0.0,0.3350999999999999,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0179
5782.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0180,0.0,1.1,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0180
5783.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0181,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0181
5784.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0182,0.0,0.275,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0182
5785.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0183,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0183
5786.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0184,0.0,3.96,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0184
5787.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0185,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0185
5788.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0186,0.0,1.53,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0186
5789.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0187,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0187
5790.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0188,0.0,0.8525999999999999,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0188
5791.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0189,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0189
5792.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0190,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0190
5793.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0191,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0191
5794.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0192,24.75,19.5525,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0192
5795.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0193,0.0,2.244,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0193
5796.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0194,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0194
5797.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0195,0.0,9.8606,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0195
5798.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0196,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0196
5799.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0197,0.0,0.675,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0197
5800.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0198,0.0,7.92,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0198
5801.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0199,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0199
5802.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0200,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0200
5803.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0201,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0201
5804.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0202,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0202
5805.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0203,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0203
5806.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0204,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0204
5807.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0205,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0205
5808.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0206,0.0,0.9173,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0206
5809.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0207,0.0,3.9875,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0207
5810.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0208,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0208
5811.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0209,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0209
5812.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0210,79.75,74.9925,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0210
5813.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0211,0.0,0.525,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0211
5814.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0212,0.0,2.96925,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0212
5815.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0213,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0213
5816.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0214,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0214
5817.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0215,0.0,1.9806,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0215
5818.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0216,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0216
5819.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0217,0.0,3.0270000000000006,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0217
5820.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0218,0.0,10.7876,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0218
5821.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0219,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0219
5822.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0220,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0220
5823.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0221,53.75,58.075,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0221
5824.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0222,0.0,14.50625,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0222
5825.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0223,0.0,0.0917999999999999,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0223
5826.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0224,0.0,2.96625,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0224
5827.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0225,0.0,0.11,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0225
5828.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0226,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0226
5829.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0227,0.0,0.99,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0227
5830.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0228,148.51,111.85875000000011,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0228
5831.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0229,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0229
5832.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0230,0.0,17.325,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0230
5833.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0231,0.0,4.95,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0231
5834.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0232,0.0,0.055,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0232
5835.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0233,160.5,118.8386,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0233
5836.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0234,346.5,318.50599999999986,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0234
5837.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0235,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0235
5838.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0236,0.0,4.4964,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0236
5839.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0237,24.75,29.26444999999999,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0237
5840.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0238,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0238
5841.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0239,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0239
5842.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0240,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0240
5843.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0241,0.0,0.1931999999999999,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0241
5844.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0242,0.0,7.994700000000002,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0242
5845.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0243,24.75,30.673000000000005,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0243
5846.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0244,0.0,1.2380000000000002,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0244
5847.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0245,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0245
5848.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0246,22.0,13.42,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0246
5849.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0247,222.75,240.28155000000004,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0247
5850.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0248,0.0,0.0975,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0248
5851.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0249,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0249
5852.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0250,0.0,7.397199999999999,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0250
5853.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0251,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0251
5854.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0252,0.0,1.1689999999999998,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0252
5855.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0253,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0253
5856.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0254,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0254
5857.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0255,0.0,0.6329,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0255
5858.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0256,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0256
5859.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0257,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0257
5860.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0258,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0258
5861.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0259,0.0,5.9536,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0259
5862.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0260,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0260
5863.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0261,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0261
5864.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0262,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0262
5865.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0263,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0263
5866.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0264,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0264
5867.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0265,0.0,1.69135,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0265
5868.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0266,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0266
5869.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0267,0.0,14.356999999999998,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0267
5870.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0268,145.5,144.62300000000002,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0268
5871.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0269,0.0,0.7015,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0269
5872.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0270,0.0,0.0,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0270
5873.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0271,0.0,6.1328,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0271
5874.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0272,0.0,0.021,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0272
5875.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0273,0.0,33.12760000000001,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0273
5876.0,2024-02-01,SINGAPORE-WAREHOUSE,MAT-0274,0.0,0.005,2024-02-01 | SINGAPORE-WAREHOUSE | MAT-0274
