Month,PLANT_NAME,MATERIAL_NAME,UNRESRICTED_STOCK
2024-03-01,CHINA-WAREHOUSE,MAT-0001,1393300
2024-03-01,CHINA-WAREHOUSE,MAT-0002,1175
2024-03-01,CHINA-WAREHOUSE,MAT-0003,112540
2024-03-01,CHINA-WAREHOUSE,MAT-0004,80925
2024-03-01,CHINA-WAREHOUSE,MAT-0005,0
2024-03-01,CHINA-WAREHOUSE,MAT-0006,0
2024-03-01,CHINA-WAREHOUSE,MAT-0007,876000
2024-03-01,CHINA-WAREHOUSE,MAT-0008,1250
2024-03-01,CHINA-WAREHOUSE,MAT-0009,15600
2024-03-01,CHINA-WAREHOUSE,MAT-0010,75
2024-03-01,CHINA-WAREHOUSE,MAT-0011,0
2024-03-01,CHINA-WAREHOUSE,MAT-0012,0
2024-03-01,CHINA-WAREHOUSE,MAT-0013,428275
2024-03-01,CHINA-WAREHOUSE,MAT-0014,160
2024-03-01,CHINA-WAREHOUSE,MAT-0015,1023625
2024-03-01,CHINA-WAREHOUSE,MAT-0016,0
2024-03-01,CHINA-WAREHOUSE,MAT-0017,52100
2024-03-01,CHINA-WAREHOUSE,MAT-0018,0
2024-03-01,CHINA-WAREHOUSE,MAT-0019,0
2024-03-01,CHINA-WAREHOUSE,MAT-0020,0
2024-03-01,CHINA-WAREHOUSE,MAT-0021,0
2024-03-01,CHINA-WAREHOUSE,MAT-0022,0
2024-03-01,CHINA-WAREHOUSE,MAT-0023,0
2024-03-01,CHINA-WAREHOUSE,MAT-0024,0
2024-03-01,CHINA-WAREHOUSE,MAT-0025,0
2024-03-01,CHINA-WAREHOUSE,MAT-0026,0
2024-03-01,CHINA-WAREHOUSE,MAT-0027,0
2024-03-01,CHINA-WAREHOUSE,MAT-0028,0
2024-03-01,CHINA-WAREHOUSE,MAT-0029,0
2024-03-01,CHINA-WAREHOUSE,MAT-0030,0
2024-03-01,CHINA-WAREHOUSE,MAT-0031,0
2024-03-01,CHINA-WAREHOUSE,MAT-0032,494450
2024-03-01,CHINA-WAREHOUSE,MAT-0033,0
2024-03-01,CHINA-WAREHOUSE,MAT-0034,0
2024-03-01,CHINA-WAREHOUSE,MAT-0035,1042600
2024-03-01,CHINA-WAREHOUSE,MAT-0036,196425
2024-03-01,CHINA-WAREHOUSE,MAT-0037,0
2024-03-01,CHINA-WAREHOUSE,MAT-0038,0
2024-03-01,CHINA-WAREHOUSE,MAT-0039,0
2024-03-01,CHINA-WAREHOUSE,MAT-0040,0
2024-03-01,CHINA-WAREHOUSE,MAT-0041,0
2024-03-01,CHINA-WAREHOUSE,MAT-0042,96000
2024-03-01,CHINA-WAREHOUSE,MAT-0043,0
2024-03-01,CHINA-WAREHOUSE,MAT-0044,0
2024-03-01,CHINA-WAREHOUSE,MAT-0045,267
2024-03-01,CHINA-WAREHOUSE,MAT-0046,719025
2024-03-01,CHINA-WAREHOUSE,MAT-0047,579625
2024-03-01,CHINA-WAREHOUSE,MAT-0048,72
2024-03-01,CHINA-WAREHOUSE,MAT-0049,563950
2024-03-01,CHINA-WAREHOUSE,MAT-0050,224100
2024-03-01,CHINA-WAREHOUSE,MAT-0051,0
2024-03-01,CHINA-WAREHOUSE,MAT-0052,8400
2024-03-01,CHINA-WAREHOUSE,MAT-0053,238800
2024-03-01,CHINA-WAREHOUSE,MAT-0054,5000
2024-03-01,CHINA-WAREHOUSE,MAT-0055,457100
2024-03-01,CHINA-WAREHOUSE,MAT-0056,579325
2024-03-01,CHINA-WAREHOUSE,MAT-0057,16575
2024-03-01,CHINA-WAREHOUSE,MAT-0058,0
2024-03-01,CHINA-WAREHOUSE,MAT-0059,0
2024-03-01,CHINA-WAREHOUSE,MAT-0060,0
2024-03-01,CHINA-WAREHOUSE,MAT-0061,0
2024-03-01,CHINA-WAREHOUSE,MAT-0062,0
2024-03-01,CHINA-WAREHOUSE,MAT-0063,0
2024-03-01,CHINA-WAREHOUSE,MAT-0064,250
2024-03-01,CHINA-WAREHOUSE,MAT-0065,460325
2024-03-01,CHINA-WAREHOUSE,MAT-0066,74100
2024-03-01,CHINA-WAREHOUSE,MAT-0067,24750
2024-03-01,CHINA-WAREHOUSE,MAT-0068,0
2024-03-01,CHINA-WAREHOUSE,MAT-0069,0
2024-03-01,CHINA-WAREHOUSE,MAT-0070,0
2024-03-01,CHINA-WAREHOUSE,MAT-0071,0
2024-03-01,CHINA-WAREHOUSE,MAT-0072,0
2024-03-01,CHINA-WAREHOUSE,MAT-0073,0
2024-03-01,CHINA-WAREHOUSE,MAT-0074,0
2024-03-01,CHINA-WAREHOUSE,MAT-0075,0
2024-03-01,CHINA-WAREHOUSE,MAT-0076,0
2024-03-01,CHINA-WAREHOUSE,MAT-0077,0
2024-03-01,CHINA-WAREHOUSE,MAT-0078,0
2024-03-01,CHINA-WAREHOUSE,MAT-0079,0
2024-03-01,CHINA-WAREHOUSE,MAT-0080,0
2024-03-01,CHINA-WAREHOUSE,MAT-0081,0
2024-03-01,CHINA-WAREHOUSE,MAT-0082,111050
2024-03-01,CHINA-WAREHOUSE,MAT-0083,0
2024-03-01,CHINA-WAREHOUSE,MAT-0084,971375
2024-03-01,CHINA-WAREHOUSE,MAT-0085,13375
2024-03-01,CHINA-WAREHOUSE,MAT-0086,49500
2024-03-01,CHINA-WAREHOUSE,MAT-0087,0
2024-03-01,CHINA-WAREHOUSE,MAT-0088,0
2024-03-01,CHINA-WAREHOUSE,MAT-0089,0
2024-03-01,CHINA-WAREHOUSE,MAT-0090,0
2024-03-01,CHINA-WAREHOUSE,MAT-0091,0
2024-03-01,CHINA-WAREHOUSE,MAT-0092,0
2024-03-01,CHINA-WAREHOUSE,MAT-0093,0
2024-03-01,CHINA-WAREHOUSE,MAT-0094,1800
2024-03-01,CHINA-WAREHOUSE,MAT-0095,7293
2024-03-01,CHINA-WAREHOUSE,MAT-0096,173150
2024-03-01,CHINA-WAREHOUSE,MAT-0097,446025
2024-03-01,CHINA-WAREHOUSE,MAT-0098,101500
2024-03-01,CHINA-WAREHOUSE,MAT-0099,1029100
2024-03-01,CHINA-WAREHOUSE,MAT-0100,24060
2024-03-01,CHINA-WAREHOUSE,MAT-0101,172950
2024-03-01,CHINA-WAREHOUSE,MAT-0102,24700
2024-03-01,CHINA-WAREHOUSE,MAT-0103,30325
2024-03-01,CHINA-WAREHOUSE,MAT-0104,21500
2024-03-01,CHINA-WAREHOUSE,MAT-0105,49475
2024-03-01,CHINA-WAREHOUSE,MAT-0106,12375
2024-03-01,CHINA-WAREHOUSE,MAT-0107,0
2024-03-01,CHINA-WAREHOUSE,MAT-0108,0
2024-03-01,CHINA-WAREHOUSE,MAT-0109,0
2024-03-01,CHINA-WAREHOUSE,MAT-0110,0
2024-03-01,CHINA-WAREHOUSE,MAT-0111,219700
2024-03-01,CHINA-WAREHOUSE,MAT-0112,574900
2024-03-01,CHINA-WAREHOUSE,MAT-0113,151800
2024-03-01,CHINA-WAREHOUSE,MAT-0114,93625
2024-03-01,CHINA-WAREHOUSE,MAT-0115,20350
2024-03-01,CHINA-WAREHOUSE,MAT-0116,6350
2024-03-01,CHINA-WAREHOUSE,MAT-0117,21300
2024-03-01,CHINA-WAREHOUSE,MAT-0118,0
2024-03-01,CHINA-WAREHOUSE,MAT-0119,0
2024-03-01,CHINA-WAREHOUSE,MAT-0120,0
2024-03-01,CHINA-WAREHOUSE,MAT-0121,0
2024-03-01,CHINA-WAREHOUSE,MAT-0122,0
2024-03-01,CHINA-WAREHOUSE,MAT-0123,0
2024-03-01,CHINA-WAREHOUSE,MAT-0124,0
2024-03-01,CHINA-WAREHOUSE,MAT-0125,0
2024-03-01,CHINA-WAREHOUSE,MAT-0126,0
2024-03-01,CHINA-WAREHOUSE,MAT-0127,0
2024-03-01,CHINA-WAREHOUSE,MAT-0128,0
2024-03-01,CHINA-WAREHOUSE,MAT-0129,0
2024-03-01,CHINA-WAREHOUSE,MAT-0130,0
2024-03-01,CHINA-WAREHOUSE,MAT-0131,0
2024-03-01,CHINA-WAREHOUSE,MAT-0132,0
2024-03-01,CHINA-WAREHOUSE,MAT-0133,0
2024-03-01,CHINA-WAREHOUSE,MAT-0134,0
2024-03-01,CHINA-WAREHOUSE,MAT-0135,0
2024-03-01,CHINA-WAREHOUSE,MAT-0136,0
2024-03-01,CHINA-WAREHOUSE,MAT-0137,285750
2024-03-01,CHINA-WAREHOUSE,MAT-0138,23725
2024-03-01,CHINA-WAREHOUSE,MAT-0139,0
2024-03-01,CHINA-WAREHOUSE,MAT-0140,0
2024-03-01,CHINA-WAREHOUSE,MAT-0141,9600
2024-03-01,CHINA-WAREHOUSE,MAT-0142,586625
2024-03-01,CHINA-WAREHOUSE,MAT-0143,791325
2024-03-01,CHINA-WAREHOUSE,MAT-0144,789075
2024-03-01,CHINA-WAREHOUSE,MAT-0145,1308550
2024-03-01,CHINA-WAREHOUSE,MAT-0146,665300
2024-03-01,CHINA-WAREHOUSE,MAT-0147,130100
2024-03-01,CHINA-WAREHOUSE,MAT-0148,109050
2024-03-01,CHINA-WAREHOUSE,MAT-0149,0
2024-03-01,CHINA-WAREHOUSE,MAT-0150,234525
2024-03-01,CHINA-WAREHOUSE,MAT-0151,294750
2024-03-01,CHINA-WAREHOUSE,MAT-0152,40950
2024-03-01,CHINA-WAREHOUSE,MAT-0153,255700
2024-03-01,CHINA-WAREHOUSE,MAT-0154,133250
2024-03-01,CHINA-WAREHOUSE,MAT-0155,142
2024-03-01,CHINA-WAREHOUSE,MAT-0156,14325
2024-03-01,CHINA-WAREHOUSE,MAT-0157,700
2024-03-01,CHINA-WAREHOUSE,MAT-0158,57725
2024-03-01,CHINA-WAREHOUSE,MAT-0159,236000
2024-03-01,CHINA-WAREHOUSE,MAT-0160,100
2024-03-01,CHINA-WAREHOUSE,MAT-0161,99000
2024-03-01,CHINA-WAREHOUSE,MAT-0162,24750
2024-03-01,CHINA-WAREHOUSE,MAT-0163,95925
2024-03-01,CHINA-WAREHOUSE,MAT-0164,37125
2024-03-01,CHINA-WAREHOUSE,MAT-0165,0
2024-03-01,CHINA-WAREHOUSE,MAT-0166,0
2024-03-01,CHINA-WAREHOUSE,MAT-0167,0
2024-03-01,CHINA-WAREHOUSE,MAT-0168,0
2024-03-01,CHINA-WAREHOUSE,MAT-0169,0
2024-03-01,CHINA-WAREHOUSE,MAT-0170,0
2024-03-01,CHINA-WAREHOUSE,MAT-0171,0
2024-03-01,CHINA-WAREHOUSE,MAT-0172,0
2024-03-01,CHINA-WAREHOUSE,MAT-0173,0
2024-03-01,CHINA-WAREHOUSE,MAT-0174,20875
2024-03-01,CHINA-WAREHOUSE,MAT-0175,23350
2024-03-01,CHINA-WAREHOUSE,MAT-0176,229275
2024-03-01,CHINA-WAREHOUSE,MAT-0177,2450
2024-03-01,CHINA-WAREHOUSE,MAT-0178,76925
2024-03-01,CHINA-WAREHOUSE,MAT-0179,22150
2024-03-01,CHINA-WAREHOUSE,MAT-0180,0
2024-03-01,CHINA-WAREHOUSE,MAT-0181,0
2024-03-01,CHINA-WAREHOUSE,MAT-0182,0
2024-03-01,CHINA-WAREHOUSE,MAT-0183,0
2024-03-01,CHINA-WAREHOUSE,MAT-0184,0
2024-03-01,CHINA-WAREHOUSE,MAT-0185,0
2024-03-01,CHINA-WAREHOUSE,MAT-0186,0
2024-03-01,CHINA-WAREHOUSE,MAT-0187,0
2024-03-01,CHINA-WAREHOUSE,MAT-0188,0
2024-03-01,CHINA-WAREHOUSE,MAT-0189,0
2024-03-01,CHINA-WAREHOUSE,MAT-0190,0
2024-03-01,CHINA-WAREHOUSE,MAT-0191,0
2024-03-01,CHINA-WAREHOUSE,MAT-0192,0
2024-03-01,CHINA-WAREHOUSE,MAT-0193,0
2024-03-01,CHINA-WAREHOUSE,MAT-0194,526
2024-03-01,CHINA-WAREHOUSE,MAT-0195,606450
2024-03-01,CHINA-WAREHOUSE,MAT-0196,399750
2024-03-01,CHINA-WAREHOUSE,MAT-0197,5475
2024-03-01,CHINA-WAREHOUSE,MAT-0198,690450
2024-03-01,CHINA-WAREHOUSE,MAT-0199,25388
2024-03-01,CHINA-WAREHOUSE,MAT-0200,0
2024-03-01,CHINA-WAREHOUSE,MAT-0201,523100
2024-03-01,CHINA-WAREHOUSE,MAT-0202,146875
2024-03-01,CHINA-WAREHOUSE,MAT-0203,0
2024-03-01,CHINA-WAREHOUSE,MAT-0204,10200
2024-03-01,CHINA-WAREHOUSE,MAT-0205,626
2024-03-01,CHINA-WAREHOUSE,MAT-0206,378575
2024-03-01,CHINA-WAREHOUSE,MAT-0207,41250
2024-03-01,CHINA-WAREHOUSE,MAT-0208,0
2024-03-01,CHINA-WAREHOUSE,MAT-0209,0
2024-03-01,CHINA-WAREHOUSE,MAT-0210,0
2024-03-01,CHINA-WAREHOUSE,MAT-0211,0
2024-03-01,CHINA-WAREHOUSE,MAT-0212,0
2024-03-01,CHINA-WAREHOUSE,MAT-0213,0
2024-03-01,CHINA-WAREHOUSE,MAT-0214,5025
2024-03-01,CHINA-WAREHOUSE,MAT-0215,106725
2024-03-01,CHINA-WAREHOUSE,MAT-0216,18520
2024-03-01,CHINA-WAREHOUSE,MAT-0217,153300
2024-03-01,CHINA-WAREHOUSE,MAT-0218,11750
2024-03-01,CHINA-WAREHOUSE,MAT-0219,0
2024-03-01,CHINA-WAREHOUSE,MAT-0220,0
2024-03-01,CHINA-WAREHOUSE,MAT-0221,0
2024-03-01,CHINA-WAREHOUSE,MAT-0222,0
2024-03-01,CHINA-WAREHOUSE,MAT-0223,0
2024-03-01,CHINA-WAREHOUSE,MAT-0224,0
2024-03-01,CHINA-WAREHOUSE,MAT-0225,0
2024-03-01,CHINA-WAREHOUSE,MAT-0226,0
2024-03-01,CHINA-WAREHOUSE,MAT-0227,0
2024-03-01,CHINA-WAREHOUSE,MAT-0228,0
2024-03-01,CHINA-WAREHOUSE,MAT-0229,122050
2024-03-01,CHINA-WAREHOUSE,MAT-0230,0
2024-03-01,CHINA-WAREHOUSE,MAT-0231,0
2024-03-01,CHINA-WAREHOUSE,MAT-0232,0
2024-03-01,CHINA-WAREHOUSE,MAT-0233,27325
2024-03-01,CHINA-WAREHOUSE,MAT-0234,715925
2024-03-01,CHINA-WAREHOUSE,MAT-0235,300
2024-03-01,CHINA-WAREHOUSE,MAT-0236,91650
2024-03-01,CHINA-WAREHOUSE,MAT-0237,598950
2024-03-01,CHINA-WAREHOUSE,MAT-0238,0
2024-03-01,CHINA-WAREHOUSE,MAT-0239,0
2024-03-01,CHINA-WAREHOUSE,MAT-0240,0
2024-03-01,CHINA-WAREHOUSE,MAT-0241,0
2024-03-01,CHINA-WAREHOUSE,MAT-0242,0
2024-03-01,CHINA-WAREHOUSE,MAT-0243,0
2024-03-01,CHINA-WAREHOUSE,MAT-0244,0
2024-03-01,CHINA-WAREHOUSE,MAT-0245,0
2024-03-01,CHINA-WAREHOUSE,MAT-0246,0
2024-03-01,CHINA-WAREHOUSE,MAT-0247,0
2024-03-01,CHINA-WAREHOUSE,MAT-0248,0
2024-03-01,CHINA-WAREHOUSE,MAT-0249,0
2024-03-01,CHINA-WAREHOUSE,MAT-0250,9875
2024-03-01,CHINA-WAREHOUSE,MAT-0251,0
2024-03-01,CHINA-WAREHOUSE,MAT-0252,0
2024-03-01,CHINA-WAREHOUSE,MAT-0253,0
2024-03-01,CHINA-WAREHOUSE,MAT-0254,0
2024-03-01,CHINA-WAREHOUSE,MAT-0255,0
2024-03-01,CHINA-WAREHOUSE,MAT-0256,98850
2024-03-01,CHINA-WAREHOUSE,MAT-0257,10421
2024-03-01,CHINA-WAREHOUSE,MAT-0258,24843
2024-03-01,CHINA-WAREHOUSE,MAT-0259,328750
2024-03-01,CHINA-WAREHOUSE,MAT-0260,2400
2024-03-01,CHINA-WAREHOUSE,MAT-0261,535050
2024-03-01,CHINA-WAREHOUSE,MAT-0262,49500
2024-03-01,CHINA-WAREHOUSE,MAT-0263,0
2024-03-01,CHINA-WAREHOUSE,MAT-0264,609550
2024-03-01,CHINA-WAREHOUSE,MAT-0265,1288750
2024-03-01,CHINA-WAREHOUSE,MAT-0266,121600
2024-03-01,CHINA-WAREHOUSE,MAT-0267,9400
2024-03-01,CHINA-WAREHOUSE,MAT-0268,538650
2024-03-01,CHINA-WAREHOUSE,MAT-0269,0
2024-03-01,CHINA-WAREHOUSE,MAT-0270,451250
2024-03-01,CHINA-WAREHOUSE,MAT-0271,600
2024-03-01,CHINA-WAREHOUSE,MAT-0272,24
2024-03-01,CHINA-WAREHOUSE,MAT-0273,0
2024-03-01,CHINA-WAREHOUSE,MAT-0274,0
2024-03-01,CHINA-WAREHOUSE,MAT-0275,0
2024-03-01,CHINA-WAREHOUSE,MAT-0276,416425
2024-03-01,CHINA-WAREHOUSE,MAT-0277,51900
2024-03-01,CHINA-WAREHOUSE,MAT-0278,0
2024-03-01,CHINA-WAREHOUSE,MAT-0279,5204
2024-03-01,CHINA-WAREHOUSE,MAT-0280,540
2024-03-01,CHINA-WAREHOUSE,MAT-0281,264025
2024-03-01,CHINA-WAREHOUSE,MAT-0282,47
2024-03-01,CHINA-WAREHOUSE,MAT-0283,6013
2024-03-01,CHINA-WAREHOUSE,MAT-0284,0
2024-03-01,CHINA-WAREHOUSE,MAT-0285,0
2024-03-01,CHINA-WAREHOUSE,MAT-0286,0
2024-03-01,CHINA-WAREHOUSE,MAT-0287,0
2024-03-01,CHINA-WAREHOUSE,MAT-0288,0
2024-03-01,CHINA-WAREHOUSE,MAT-0289,0
2024-03-01,CHINA-WAREHOUSE,MAT-0290,0
2024-03-01,CHINA-WAREHOUSE,MAT-0291,0
2024-03-01,CHINA-WAREHOUSE,MAT-0292,0
2024-03-01,CHINA-WAREHOUSE,MAT-0293,0
2024-03-01,CHINA-WAREHOUSE,MAT-0294,1199
2024-03-01,CHINA-WAREHOUSE,MAT-0295,108850
2024-03-01,CHINA-WAREHOUSE,MAT-0296,0
2024-03-01,CHINA-WAREHOUSE,MAT-0297,0
2024-03-01,CHINA-WAREHOUSE,MAT-0298,0
2024-03-01,CHINA-WAREHOUSE,MAT-0299,0
2024-03-01,CHINA-WAREHOUSE,MAT-0300,0
2024-03-01,CHINA-WAREHOUSE,MAT-0301,0
2024-03-01,CHINA-WAREHOUSE,MAT-0302,0
2024-03-01,CHINA-WAREHOUSE,MAT-0303,0
2024-03-01,CHINA-WAREHOUSE,MAT-0304,0
2024-03-01,CHINA-WAREHOUSE,MAT-0305,0
2024-03-01,CHINA-WAREHOUSE,MAT-0306,0
2024-03-01,CHINA-WAREHOUSE,MAT-0307,0
2024-03-01,CHINA-WAREHOUSE,MAT-0308,0
2024-03-01,CHINA-WAREHOUSE,MAT-0309,0
2024-03-01,CHINA-WAREHOUSE,MAT-0310,0
2024-03-01,CHINA-WAREHOUSE,MAT-0311,11013
2024-03-01,CHINA-WAREHOUSE,MAT-0312,32225
2024-03-01,CHINA-WAREHOUSE,MAT-0313,2250
2024-03-01,CHINA-WAREHOUSE,MAT-0314,1121000
2024-03-01,CHINA-WAREHOUSE,MAT-0315,0
2024-03-01,CHINA-WAREHOUSE,MAT-0316,917225
2024-03-01,CHINA-WAREHOUSE,MAT-0317,458900
2024-03-01,CHINA-WAREHOUSE,MAT-0318,718525
2024-03-01,CHINA-WAREHOUSE,MAT-0319,1212450
2024-03-01,CHINA-WAREHOUSE,MAT-0320,725
2024-03-01,CHINA-WAREHOUSE,MAT-0321,514600
2024-03-01,CHINA-WAREHOUSE,MAT-0322,521525
2024-03-01,CHINA-WAREHOUSE,MAT-0323,271750
2024-03-01,CHINA-WAREHOUSE,MAT-0324,522225
2024-03-01,CHINA-WAREHOUSE,MAT-0325,454850
2024-03-01,CHINA-WAREHOUSE,MAT-0326,83475
2024-03-01,CHINA-WAREHOUSE,MAT-0327,128325
2024-03-01,CHINA-WAREHOUSE,MAT-0328,989450
2024-03-01,CHINA-WAREHOUSE,MAT-0329,24300
2024-03-01,CHINA-WAREHOUSE,MAT-0330,24275
2024-03-01,CHINA-WAREHOUSE,MAT-0331,12
2024-03-01,CHINA-WAREHOUSE,MAT-0332,1432300
2024-03-01,CHINA-WAREHOUSE,MAT-0333,353250
2024-03-01,CHINA-WAREHOUSE,MAT-0334,49450
2024-03-01,CHINA-WAREHOUSE,MAT-0335,0
2024-03-01,CHINA-WAREHOUSE,MAT-0336,0
2024-03-01,CHINA-WAREHOUSE,MAT-0337,0
2024-03-01,CHINA-WAREHOUSE,MAT-0338,10925
2024-03-01,CHINA-WAREHOUSE,MAT-0339,0
2024-03-01,CHINA-WAREHOUSE,MAT-0340,361925
2024-03-01,CHINA-WAREHOUSE,MAT-0341,0
2024-03-01,CHINA-WAREHOUSE,MAT-0342,0
2024-03-01,CHINA-WAREHOUSE,MAT-0343,0
2024-03-01,CHINA-WAREHOUSE,MAT-0344,0
2024-03-01,CHINA-WAREHOUSE,MAT-0345,0
2024-03-01,CHINA-WAREHOUSE,MAT-0346,0
2024-03-01,CHINA-WAREHOUSE,MAT-0347,0
2024-03-01,CHINA-WAREHOUSE,MAT-0348,0
2024-03-01,CHINA-WAREHOUSE,MAT-0349,0
2024-03-01,CHINA-WAREHOUSE,MAT-0350,1050
2024-03-01,CHINA-WAREHOUSE,MAT-0351,176775
2024-03-01,CHINA-WAREHOUSE,MAT-0352,17150
2024-03-01,CHINA-WAREHOUSE,MAT-0353,703050
2024-03-01,CHINA-WAREHOUSE,MAT-0354,28450
2024-03-01,CHINA-WAREHOUSE,MAT-0355,0
2024-03-01,CHINA-WAREHOUSE,MAT-0356,59450
2024-03-01,CHINA-WAREHOUSE,MAT-0357,71975
2024-03-01,CHINA-WAREHOUSE,MAT-0358,1150
2024-03-01,CHINA-WAREHOUSE,MAT-0359,0
2024-03-01,CHINA-WAREHOUSE,MAT-0360,0
2024-03-01,CHINA-WAREHOUSE,MAT-0361,0
2024-03-01,CHINA-WAREHOUSE,MAT-0362,3250
2024-03-01,CHINA-WAREHOUSE,MAT-0363,0
2024-03-01,CHINA-WAREHOUSE,MAT-0364,0
2024-03-01,CHINA-WAREHOUSE,MAT-0365,0
2024-03-01,CHINA-WAREHOUSE,MAT-0366,0
2024-03-01,CHINA-WAREHOUSE,MAT-0367,0
2024-03-01,CHINA-WAREHOUSE,MAT-0368,0
2024-03-01,CHINA-WAREHOUSE,MAT-0369,0
2024-03-01,CHINA-WAREHOUSE,MAT-0370,0
2024-03-01,CHINA-WAREHOUSE,MAT-0371,0
2024-03-01,CHINA-WAREHOUSE,MAT-0372,0
2024-03-01,CHINA-WAREHOUSE,MAT-0373,2625
2024-03-01,CHINA-WAREHOUSE,MAT-0374,49025
2024-03-01,CHINA-WAREHOUSE,MAT-0375,101775
2024-03-01,CHINA-WAREHOUSE,MAT-0376,2475
2024-03-01,CHINA-WAREHOUSE,MAT-0377,152225
2024-03-01,CHINA-WAREHOUSE,MAT-0378,318575
2024-03-01,CHINA-WAREHOUSE,MAT-0379,525225
2024-03-01,CHINA-WAREHOUSE,MAT-0380,125125
2024-03-01,CHINA-WAREHOUSE,MAT-0381,49300
2024-03-01,CHINA-WAREHOUSE,MAT-0382,1060250
2024-03-01,CHINA-WAREHOUSE,MAT-0383,24750
2024-03-01,CHINA-WAREHOUSE,MAT-0384,321525
2024-03-01,CHINA-WAREHOUSE,MAT-0385,650
2024-03-01,CHINA-WAREHOUSE,MAT-0386,614525
2024-03-01,CHINA-WAREHOUSE,MAT-0387,20800
2024-03-01,CHINA-WAREHOUSE,MAT-0388,198000
2024-03-01,CHINA-WAREHOUSE,MAT-0389,925925
2024-03-01,CHINA-WAREHOUSE,MAT-0390,470050
2024-03-01,CHINA-WAREHOUSE,MAT-0391,24700
2024-03-01,CHINA-WAREHOUSE,MAT-0392,22000
2024-03-01,CHINA-WAREHOUSE,MAT-0393,0
2024-03-01,CHINA-WAREHOUSE,MAT-0394,0
2024-03-01,CHINA-WAREHOUSE,MAT-0395,0
2024-03-01,CHINA-WAREHOUSE,MAT-0396,106675
2024-03-01,CHINA-WAREHOUSE,MAT-0397,25050
2024-03-01,CHINA-WAREHOUSE,MAT-0398,116273
2024-03-01,CHINA-WAREHOUSE,MAT-0399,0
2024-03-01,CHINA-WAREHOUSE,MAT-0400,0
2024-03-01,CHINA-WAREHOUSE,MAT-0401,0
2024-03-01,CHINA-WAREHOUSE,MAT-0402,0
2024-03-01,CHINA-WAREHOUSE,MAT-0403,0
2024-03-01,CHINA-WAREHOUSE,MAT-0404,0
2024-03-01,CHINA-WAREHOUSE,MAT-0405,0
2024-03-01,CHINA-WAREHOUSE,MAT-0406,0
2024-03-01,CHINA-WAREHOUSE,MAT-0407,0
2024-03-01,CHINA-WAREHOUSE,MAT-0408,0
2024-03-01,CHINA-WAREHOUSE,MAT-0409,0
2024-03-01,CHINA-WAREHOUSE,MAT-0410,0
2024-03-01,CHINA-WAREHOUSE,MAT-0411,0
2024-03-01,CHINA-WAREHOUSE,MAT-0412,0
2024-03-01,CHINA-WAREHOUSE,MAT-0413,552775
2024-03-01,CHINA-WAREHOUSE,MAT-0414,0
2024-03-01,CHINA-WAREHOUSE,MAT-0415,1225
2024-03-01,CHINA-WAREHOUSE,MAT-0416,547475
2024-03-01,CHINA-WAREHOUSE,MAT-0417,0
2024-03-01,CHINA-WAREHOUSE,MAT-0418,0
2024-03-01,CHINA-WAREHOUSE,MAT-0419,0
2024-03-01,CHINA-WAREHOUSE,MAT-0420,0
2024-03-01,CHINA-WAREHOUSE,MAT-0421,0
2024-03-01,CHINA-WAREHOUSE,MAT-0422,0
2024-03-01,CHINA-WAREHOUSE,MAT-0423,0
2024-03-01,CHINA-WAREHOUSE,MAT-0424,0
2024-03-01,CHINA-WAREHOUSE,MAT-0425,0
2024-03-01,CHINA-WAREHOUSE,MAT-0426,0
2024-03-01,CHINA-WAREHOUSE,MAT-0427,0
2024-03-01,CHINA-WAREHOUSE,MAT-0428,508125
2024-03-01,CHINA-WAREHOUSE,MAT-0429,850
2024-03-01,CHINA-WAREHOUSE,MAT-0430,24750
2024-03-01,CHINA-WAREHOUSE,MAT-0431,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0001,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0002,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0003,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0004,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0005,30000
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0006,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0007,50
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0008,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0009,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0010,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0011,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0012,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0013,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0014,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0015,5889800
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0016,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0017,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0018,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0019,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0020,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0021,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0022,13750
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0023,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0024,0
2024-03-01,SINGAPORE-WAREHOUSE,MAT-0025,0
